winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
white,B51,Sicilian Defense: Canal-Sokolsky Attack,classical,intermediate,intermediate
white,B52,Sicilian Defense: Canal-Sokolsky Attack |  Sokolsky Variation,rapid,intermediate,intermediate
draw,B52,Sicilian Defense: Canal-Sokolsky Attack |  Sokolsky Variation,blitz,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
black,B53,Sicilian Defense: Chekhover Variation,bullet,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,bullet,advanced,advanced
white,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,bullet,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,bullet,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,blitz,advanced,advanced
white,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
black,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
black,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
black,B53,Sicilian Defense: Chekhover Variation,rapid,intermediate,intermediate
white,B53,Sicilian Defense: Chekhover Variation,bullet,intermediate,intermediate
black,B53,Sicilian Defense: Chekhover Variation,blitz,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,bullet,intermediate,intermediate
draw,B56,Sicilian Defense: Classical Variation,bullet,advanced,advanced
white,B56,Sicilian Defense: Classical Variation,rapid,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,bullet,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,classical,intermediate,intermediate
white,B58,Sicilian Defense: Classical Variation,bullet,advanced,advanced
white,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
white,B56,Sicilian Defense: Classical Variation,bullet,intermediate,intermediate
white,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
white,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
white,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,blitz,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,bullet,intermediate,intermediate
black,B56,Sicilian Defense: Classical Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed,rapid,intermediate,intermediate
black,B23,Sicilian Defense: Closed,rapid,intermediate,intermediate
white,B23,Sicilian Defense: Closed,blitz,intermediate,intermediate
white,B23,Sicilian Defense: Closed,blitz,intermediate,intermediate
white,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed,bullet,advanced,advanced
black,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
draw,B23,Sicilian Defense: Closed,rapid,advanced,advanced
black,B23,Sicilian Defense: Closed,bullet,beginner,beginner
draw,B23,Sicilian Defense: Closed,rapid,advanced,advanced
black,B23,Sicilian Defense: Closed,rapid,intermediate,intermediate
black,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed,rapid,intermediate,intermediate
white,B24,Sicilian Defense: Closed #2,blitz,advanced,advanced
white,B23,Sicilian Defense: Closed #2,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed #2,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,blitz,beginner,beginner
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
draw,B23,Sicilian Defense: Closed Variation,blitz,advanced,advanced
white,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
draw,B23,Sicilian Defense: Closed Variation,bullet,advanced,advanced
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation,bullet,advanced,advanced
draw,B23,Sicilian Defense: Closed Variation,classical,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,blitz,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,beginner,beginner
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,classical,intermediate,intermediate
draw,B23,Sicilian Defense: Closed Variation,rapid,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
white,B23,Sicilian Defense: Closed Variation,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation,bullet,intermediate,intermediate
white,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,blitz,intermediate,intermediate
white,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,bullet,intermediate,intermediate
white,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,blitz,intermediate,intermediate
white,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Closed Variation |  Korchnoi Defense,bullet,advanced,advanced
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,beginner,beginner
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,beginner,beginner
black,B25,Sicilian Defense: Closed Variation |  Traditional,rapid,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,beginner,beginner
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
draw,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,advanced,advanced
white,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,advanced,advanced
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,rapid,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,rapid,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,rapid,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,advanced,advanced
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,advanced,advanced
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,beginner,beginner
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B25,Sicilian Defense: Closed Variation |  Traditional,blitz,intermediate,intermediate
white,B25,Sicilian Defense: Closed Variation |  Traditional,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,advanced,advanced
white,B50,Sicilian Defense: Delayed Alapin,bullet,advanced,advanced
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,blitz,advanced,advanced
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,rapid,advanced,advanced
black,B50,Sicilian Defense: Delayed Alapin,rapid,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,advanced,advanced
black,B50,Sicilian Defense: Delayed Alapin,blitz,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,blitz,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
draw,B50,Sicilian Defense: Delayed Alapin,bullet,beginner,beginner
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,blitz,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,blitz,intermediate,intermediate
draw,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,rapid,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,advanced,advanced
draw,B50,Sicilian Defense: Delayed Alapin,rapid,advanced,advanced
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,blitz,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,blitz,advanced,advanced
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
black,B50,Sicilian Defense: Delayed Alapin,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,rapid,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,beginner,beginner
draw,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Delayed Alapin Variation,rapid,intermediate,intermediate
white,B40,Sicilian Defense: Delayed Alapin Variation,blitz,intermediate,intermediate
white,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
draw,B40,Sicilian Defense: Delayed Alapin Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: Delayed Alapin Variation,bullet,intermediate,intermediate
black,B28,Sicilian Defense: Double-Dutch Gambit,blitz,intermediate,intermediate
white,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
draw,B70,Sicilian Defense: Dragon Variation,rapid,beginner,beginner
black,B70,Sicilian Defense: Dragon Variation,blitz,intermediate,intermediate
white,B70,Sicilian Defense: Dragon Variation,bullet,advanced,advanced
black,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
white,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
white,B70,Sicilian Defense: Dragon Variation,bullet,beginner,beginner
white,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
white,B70,Sicilian Defense: Dragon Variation,bullet,advanced,advanced
black,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
black,B70,Sicilian Defense: Dragon Variation,blitz,beginner,beginner
white,B70,Sicilian Defense: Dragon Variation,blitz,intermediate,intermediate
black,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
black,B70,Sicilian Defense: Dragon Variation,bullet,intermediate,intermediate
black,B73,Sicilian Defense: Dragon Variation |  Classical Variation,bullet,intermediate,intermediate
black,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,rapid,advanced,advanced
white,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,bullet,intermediate,intermediate
black,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,bullet,advanced,advanced
white,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,bullet,intermediate,intermediate
white,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,blitz,advanced,advanced
white,B73,Sicilian Defense: Dragon Variation |  Classical Variation #2,bullet,intermediate,intermediate
black,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,blitz,intermediate,intermediate
white,B74,Sicilian Defense: Dragon Variation |  Classical Variation |  Normal Line,blitz,advanced,advanced
white,B71,Sicilian Defense: Dragon Variation |  Levenfish Variation,bullet,intermediate,intermediate
black,B71,Sicilian Defense: Dragon Variation |  Levenfish Variation |  Main Line,blitz,advanced,advanced
white,B35,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,blitz,intermediate,intermediate
black,B35,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,bullet,intermediate,intermediate
white,B35,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,blitz,intermediate,intermediate
white,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack,bullet,advanced,advanced
white,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack,bullet,intermediate,intermediate
white,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack,bullet,intermediate,intermediate
draw,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack,bullet,intermediate,intermediate
draw,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack,bullet,intermediate,intermediate
black,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,rapid,intermediate,intermediate
black,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line,bullet,intermediate,intermediate
white,B75,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Early Deviations,blitz,intermediate,intermediate
white,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,bullet,intermediate,intermediate
black,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,blitz,intermediate,intermediate
black,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,blitz,intermediate,intermediate
black,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,bullet,advanced,advanced
white,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,bullet,advanced,advanced
black,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,rapid,intermediate,intermediate
draw,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,bullet,advanced,advanced
white,B78,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Old Line,classical,advanced,advanced
white,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Panov Variation,bullet,advanced,advanced
white,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Sosonko Variation,blitz,advanced,advanced
black,B72,Sicilian Defense: Dragon |  6.Be3,blitz,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  6.Be3,bullet,advanced,advanced
white,B72,Sicilian Defense: Dragon |  6.Be3,blitz,intermediate,intermediate
black,B72,Sicilian Defense: Dragon |  6.Be3,rapid,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  6.Be3,bullet,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  6.Be3,blitz,intermediate,intermediate
black,B72,Sicilian Defense: Dragon |  6.Be3,bullet,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  6.Be3,bullet,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  6.Be3,bullet,intermediate,intermediate
draw,B72,Sicilian Defense: Dragon |  6.Be3,bullet,intermediate,intermediate
black,B72,Sicilian Defense: Dragon |  Classical Attack,bullet,intermediate,intermediate
white,B72,Sicilian Defense: Dragon |  Classical Attack,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Drazic Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Drazic Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Drazic Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Drazic Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Drazic Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Drazic Variation,rapid,intermediate,intermediate
white,B45,Sicilian Defense: Four Knights Variation,bullet,advanced,advanced
white,B45,Sicilian Defense: Four Knights Variation,bullet,advanced,advanced
white,B45,Sicilian Defense: Four Knights Variation,blitz,advanced,advanced
white,B45,Sicilian Defense: Four Knights Variation,bullet,advanced,advanced
white,B45,Sicilian Defense: Four Knights Variation,blitz,advanced,advanced
black,B45,Sicilian Defense: Four Knights Variation |  Exchange Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,blitz,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,rapid,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,rapid,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Franco-Sicilian Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
draw,B32,Sicilian Defense: Franco-Sicilian Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,rapid,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
draw,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,advanced,advanced
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,advanced,advanced
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
draw,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,advanced,advanced
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,advanced,advanced
draw,B40,Sicilian Defense: French Variation,bullet,advanced,advanced
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,beginner,beginner
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
draw,B40,Sicilian Defense: French Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation |  Normal,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,rapid,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,rapid,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,blitz,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Normal,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Open,blitz,intermediate,intermediate
draw,B40,Sicilian Defense: French Variation |  Open,blitz,intermediate,intermediate
white,B40,Sicilian Defense: French Variation |  Open,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation |  Open,bullet,intermediate,intermediate
white,B40,Sicilian Defense: French Variation |  Open,blitz,intermediate,intermediate
draw,B40,Sicilian Defense: French Variation |  Open,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Open,bullet,intermediate,intermediate
black,B40,Sicilian Defense: French Variation |  Open,rapid,intermediate,intermediate
black,B32,Sicilian Defense: Godiva Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Godiva Variation,bullet,intermediate,intermediate
draw,B32,Sicilian Defense: Godiva Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Godiva Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Godiva Variation,bullet,intermediate,intermediate
black,B23,Sicilian Defense: Grand Prix Attack,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Grand Prix Attack,bullet,intermediate,intermediate
white,B23,Sicilian Defense: Grand Prix Attack,rapid,intermediate,intermediate
black,B23,Sicilian Defense: Grand Prix Attack,blitz,intermediate,intermediate
black,B23,Sicilian Defense: Grand Prix Attack,bullet,intermediate,intermediate
